,region,name,nclus,p_var,amp_var,lat_var,p_euc,amp_euc,lat_euc,amp_euc_can
22,LSr,Lateral septal nucleus rostral (rostroventral) part,754,0.45327336331834084,0.09099609544735499,-0.4,0.48425787106446777,0.06110439886299307,-0.37272727272727274,0.06110439886299307
23,DG,Dentate gyrus,276,0.4962518740629685,0.1466877561435922,-0.38741258741258744,0.6671664167916042,0.09736638092060126,-0.3853146853146853,0.09736638092060126
24,CA1,Field CA1,624,0.5702148925537232,0.0958034851861419,-0.39580419580419585,0.5217391304347826,0.07127300018241553,-0.36013986013986016,0.07127300018241553
25,ProS,Prosubiculum,149,0.7481259370314842,0.15467252027212408,-0.37272727272727274,0.6681659170414792,0.0889465213879631,-0.32867132867132864,0.0889465213879631
26,VISl,Lateral visual area,62,0.9625187406296851,0.17349826427683596,-0.37272727272727274,0.9950024987506247,0.07383642976588758,-0.27622377622377625,0.07383642976588758
27,RSPd,Retrosplenial area dorsal part,106,0.728135932033983,0.19759027329741607,-0.3013986013986014,0.777111444277861,0.1266291317176654,-0.35804195804195804,0.1266291317176654
28,DP,Dorsal peduncular area,171,0.9135432283858071,0.14761442522365298,-0.3979020979020979,0.8190904547726137,0.08414486884540986,-0.3979020979020979,0.08414486884540986
29,PVT,Paraventricular nucleus of the thalamus,59,0.10044977511244378,0.34534783279495607,-0.36643356643356645,0.19990004997501248,0.1272283178881708,-0.36643356643356645,0.1272283178881708
30,ACAv,Anterior cingulate area ventral part,104,0.527736131934033,0.22951108809010634,-0.4,0.704647676161919,0.0959706266284984,-0.3412587412587413,0.0959706266284984
31,BST,Bed nuclei of the stria terminalis,69,0.9215392303848076,0.2573684521576801,-0.3979020979020979,0.728135932033983,0.1238688590391584,-0.3979020979020979,0.1238688590391584
32,VPM,Ventral posteromedial nucleus of the thalamus,447,0.2753623188405797,0.1322366127657938,-0.37482517482517486,0.4357821089455272,0.07879189880005266,-0.37482517482517486,0.07879189880005266
33,PO,Posterior complex of the thalamus,1054,0.5107446276861569,0.08143363204607379,-0.3916083916083916,0.7856071964017991,0.054220646291179675,-0.3916083916083916,0.054220646291179675
34,LGd,Dorsal part of the lateral geniculate complex,211,0.7576211894052973,0.15464591065810696,-0.39370629370629373,0.6436781609195402,0.09306357667822657,-0.35804195804195804,0.09306357667822657
35,TEa,Temporal association areas,130,0.9875062468765617,0.14145104565097877,-0.37272727272727274,0.9785107446276862,0.053056163988158433,-0.38741258741258744,0.053056163988158433
36,AUDv,Ventral auditory area,94,0.35282358820589704,0.22846638754341764,-0.36643356643356645,0.5472263868065967,0.09689989108681926,-0.37482517482517486,0.09689989108681926
37,SSs,Supplemental somatosensory area,203,0.15992003998001,0.17593190039953355,-0.38741258741258744,0.2688655672163918,0.09867700695304632,-0.3055944055944056,0.09867700695304632
38,SSp-bfd,Primary somatosensory area barrel field,201,0.7641179410294853,0.15425514534335327,-0.3979020979020979,0.5652173913043478,0.10279547097393699,-0.3181818181818182,0.10279547097393699
39,CUL4 5,Lobules IV-V,224,0.6441779110444777,0.14786946364023934,-0.4,0.31084457771114443,0.19619775140061319,-0.4,0.19619775140061319
40,GRN,Gigantocellular reticular nucleus,58,0.5252373813093453,0.27150950450754885,-0.39580419580419585,0.8100949525237381,0.16453967270065767,-0.4,0.16453967270065767
41,Eth,Ethmoid nucleus of the thalamus,171,0.5527236381809095,0.19040998958700672,-0.3706293706293706,0.06996501749125437,0.11969918385826472,-0.38111888111888115,0.11969918385826472
42,CA3,Field CA3,327,0.9920039980009995,0.09440006288032443,-0.3979020979020979,0.991504247876062,0.06983063770294112,-0.37272727272727274,0.06983063770294112
43,LD,Lateral dorsal nucleus of thalamus,147,0.2913543228385807,0.23491601940307127,-0.38741258741258744,0.14742628685657172,0.16224536318813415,-0.3370629370629371,0.16224536318813415
44,MEA,Medial amygdalar nucleus,95,0.06546726636681659,0.3121567470486968,-0.3769230769230769,0.6591704147926037,0.13341557744392613,-0.3832167832167832,0.13341557744392613
45,VPL,Ventral posterolateral nucleus of the thalamus,129,0.2318840579710145,0.23653385480204547,-0.4,0.3798100949525237,0.13744519113826154,-0.4,0.13744519113826154
46,SI,Substantia innominata,63,0.19090454772613694,0.38937313737018675,-0.35804195804195804,0.27436281859070466,0.27414684234251646,-0.39580419580419585,0.27414684234251646
47,APN,Anterior pretectal nucleus,427,1.0,0.07995852807228565,-0.3853146853146853,0.23438280859570215,0.12648311353492614,-0.3475524475524476,0.12648311353492614
48,RSPv,Retrosplenial area ventral part,133,0.8325837081459271,0.19348460302021875,-0.38951048951048955,0.9785107446276862,0.09796672544635496,-0.38951048951048955,0.09796672544635496
49,ACAd,Anterior cingulate area dorsal part,177,0.5342328835582209,0.18080621026723342,-0.35384615384615387,0.7731134432783608,0.0786050013180824,-0.3832167832167832,0.0786050013180824
50,VISrl,Rostrolateral visual area,40,0.7421289355322339,0.3515334573090776,-0.3979020979020979,0.3263368315842079,0.1880106315278412,-0.4,0.1880106315278412
51,PARN,Parvicellular reticular nucleus,37,0.18990504747626186,0.3820953244880876,-0.38951048951048955,0.3698150924537731,0.26890197528443194,-0.3496503496503497,0.26890197528443194
52,VISpm,posteromedial visual area,90,0.2368815592203898,0.25862088541904404,-0.3706293706293706,0.6711644177911045,0.1165911787019124,-0.36853146853146856,0.1165911787019124
53,MV,Medial vestibular nucleus,53,0.01649175412293853,0.5265811316576412,-0.3979020979020979,0.01999000499750125,0.5687471019804874,-0.4,0.5687471019804874
54,PAA,Piriform-amygdalar area,44,0.8075962018990505,0.2538317682035206,-0.3034965034965035,0.08945527236381809,0.12994839117936763,-0.3034965034965035,0.12994839117936763
55,BMA,Basomedial amygdalar nucleus,70,0.49725137431284355,0.26698321554631754,-0.38741258741258744,0.8085957021489255,0.11443950776663903,-0.3853146853146853,0.11443950776663903
56,CEA,Central amygdalar nucleus,55,0.8150924537731135,0.20396443310768897,-0.39580419580419585,0.5417291354322838,0.08954386877335944,-0.4,0.08954386877335944
57,TTd,Taenia tecta dorsal part,174,0.17791104447776113,0.21542417821383375,-0.4,0.6806596701649176,0.1113379939674326,-0.4,0.1113379939674326
58,ILA,Infralimbic area,223,0.7156421789105447,0.1368301533931362,-0.35174825174825175,0.5867066466766616,0.06707518036390223,-0.37902097902097903,0.06707518036390223
59,ORBm,Orbital area medial part,145,0.9570214892553723,0.1753834837203917,-0.4,0.5527236381809095,0.13629139513404015,-0.38951048951048955,0.13629139513404015
60,RN,Red nucleus,62,0.4782608695652174,0.3220368883730542,-0.36433566433566433,0.5312343828085957,0.22028192968730081,-0.2993006993006993,0.22028192968730081
61,ENTl,Entorhinal area lateral part,246,0.8980509745127436,0.1287701561573209,-0.3979020979020979,0.9020489755122438,0.056425335289121914,-0.35804195804195804,0.056425335289121914
62,LSv,Lateral septal nucleus ventral part,56,0.5637181409295352,0.31563415938652467,-0.36013986013986016,0.5727136431784108,0.1354629909808063,-0.3979020979020979,0.1354629909808063
63,BLA,Basolateral amygdalar nucleus,78,0.8010994502748626,0.24434691299615185,-0.4,0.8260869565217391,0.10418603729135953,-0.4,0.10418603729135953
64,PIR,Piriform area,321,0.7501249375312344,0.12246730575994258,-0.37902097902097903,0.7481259370314842,0.08225023889970823,-0.39580419580419585,0.08225023889970823
65,PL,Prelimbic area,256,0.03498250874562719,0.18960767137638213,-0.36643356643356645,0.823088455772114,0.07690221331124861,-0.4,0.07690221331124861
66,VISp,Primary visual area,339,0.9420289855072463,0.11623685704317022,-0.38111888111888115,0.1344327836081959,0.09497743110845419,-0.14825174825174825,0.09497743110845419
67,SIM,Simple lobule,144,0.4147926036981509,0.17992459314396025,-0.39580419580419585,0.5707146426786607,0.14036200039255853,-0.39580419580419585,0.14036200039255853
68,COAp,Cortical amygdalar area posterior part,57,0.019490254872563718,0.46178781938102065,-0.39370629370629373,0.8455772113943029,0.2218144400877798,-0.4,0.2218144400877798
69,PA,Posterior amygdalar nucleus,51,0.47426286856571714,0.3283159361526481,-0.38951048951048955,0.3968015992003998,0.1820674484864387,-0.38741258741258744,0.1820674484864387
70,SSp-ul,Primary somatosensory area upper limb,93,0.8260869565217391,0.1981931999498454,-0.37272727272727274,0.7166416791604198,0.10955775739907353,-0.32867132867132864,0.10955775739907353
71,RT,Reticular nucleus of the thalamus,37,0.3823088455772114,0.4208401029991004,-0.3853146853146853,0.2933533233383308,0.3964742914817184,-0.293006993006993,0.3964742914817184
72,VAL,Ventral anterior-lateral complex of the thalamus,64,0.383808095952024,0.3064476686140304,-0.22797202797202795,0.856071964017991,0.18431458513756793,-0.38951048951048955,0.18431458513756793
73,ECT,Ectorhinal area,36,0.15592203898050974,0.4752025971642253,-0.4,0.920039980009995,0.14077112424214486,-0.4,0.14077112424214486
74,AUDp,Primary auditory area,96,0.7126436781609196,0.22685972186943704,-0.4,0.7866066966516742,0.12870345167753774,-0.3622377622377623,0.12870345167753774
75,IRN,Intermediate reticular nucleus,61,0.5792103948025987,0.2590188403432486,-0.3853146853146853,0.18190904547726136,0.19996875158787233,-0.3853146853146853,0.19996875158787233
76,ENTm,Entorhinal area medial part dorsal zone,182,0.9065467266366817,0.17266374304933596,-0.3979020979020979,0.9225387306346826,0.1014787942826367,-0.3076923076923077,0.1014787942826367
77,SUB,Subiculum,263,0.8385807096451774,0.15124946324217947,-0.39580419580419585,0.703648175912044,0.08883302279135391,-0.4,0.08883302279135391
78,VISpor,Postrhinal area,78,0.9490254872563718,0.23681989443211793,-0.3916083916083916,0.9810094952523738,0.0947309018197035,-0.3916083916083916,0.0947309018197035
79,VISli,Laterointermediate area,43,0.12593703148425786,0.448947243202218,-0.355944055944056,0.7086456771614192,0.15534671109987344,-0.38741258741258744,0.15534671109987344
80,AIp,Agranular insular area posterior part,59,0.56071964017991,0.26995607245175224,-0.35384615384615387,0.3933033483258371,0.19399925125598796,-0.23846153846153845,0.19399925125598796
81,VISC,Visceral area,46,0.09745127436281859,0.36357381847760367,-0.4,0.671664167916042,0.13834265991212732,-0.334965034965035,0.13834265991212732
82,MD,Mediodorsal nucleus of thalamus,305,0.5037481259370314,0.1436654108749048,-0.3979020979020979,0.7801099450274862,0.07684436557569452,-0.4,0.07684436557569452
83,ORBl,Orbital area lateral part,136,0.9410294852573713,0.1625942946798441,-0.38741258741258744,0.7326336831584208,0.11941969559420715,-0.4,0.11941969559420715
84,RSPagl,Retrosplenial area lateral agranular part,131,0.7071464267866067,0.18111800347807017,-0.37902097902097903,0.3243378310844578,0.09942327399209566,-0.37482517482517486,0.09942327399209566
85,SSp-tr,Primary somatosensory area trunk,113,0.8000999500249875,0.20137995052223379,-0.3832167832167832,0.8520739630184908,0.1354569178219571,-0.38111888111888115,0.1354569178219571
86,LHA,Lateral hypothalamic area,32,0.6831584207896052,0.3120965804952077,-0.38951048951048955,0.8025987006496752,0.11747043395742883,-0.3475524475524476,0.11747043395742883
87,AON,Anterior olfactory nucleus,198,0.39080459770114945,0.16665832827584282,-0.3979020979020979,0.3598200899550225,0.09164169293114127,-0.4,0.09164169293114127
88,ORBvl,Orbital area ventrolateral part,371,0.33833083458270863,0.12336447276568907,-0.4,0.3538230884557721,0.06782646164563408,-0.4,0.06782646164563408
89,VISam,Anteromedial visual area,180,0.9690154922538731,0.15872491434493485,-0.3769230769230769,0.9795102448775612,0.07551820382605284,-0.3769230769230769,0.07551820382605284
90,COPY,Copula pyramidis,28,0.6436781609195402,0.4253050867071918,-0.2993006993006993,0.9700149925037481,0.24597739258750748,-0.3034965034965035,0.24597739258750748
91,FRP,Frontal pole cerebral cortex,25,0.4867566216891554,0.4521464477030399,-0.3916083916083916,0.8640679660169915,0.1836889123787856,-0.38741258741258744,0.1836889123787856
92,POL,Posterior limiting nucleus of the thalamus,58,0.3058470764617691,0.40349874718151457,-0.37902097902097903,0.08295852073963018,0.3356492332558003,-0.3328671328671329,0.3356492332558003
93,CENT2,Lobule II,62,0.37381309345327335,0.32839109787034204,-0.3433566433566434,0.21739130434782608,0.29518898856427817,-0.4,0.29518898856427817
94,PPN,Pedunculopontine nucleus,29,0.17691154422788605,0.48995370441474473,-0.37902097902097903,0.5792103948025987,0.2486943055683712,-0.4,0.2486943055683712
95,ZI,Zona incerta,55,0.5302348825587206,0.3583605227511696,-0.39370629370629373,0.3308345827086457,0.2527225033815235,-0.39580419580419585,0.2527225033815235
96,SSp-n,Primary somatosensory area nose,26,0.8020989505247377,0.5298026697608597,-0.36013986013986016,0.07646176911544228,0.4315243715934677,-0.37482517482517486,0.4315243715934677
97,GPe,Globus pallidus external segment,58,0.8730634682658671,0.28050316510150997,-0.3202797202797203,0.9045477261369316,0.2361445231354522,-0.38741258741258744,0.2361445231354522
98,SPVI,Spinal nucleus of the trigeminal interpolar part,33,0.6666666666666666,0.5085164030345538,-0.3832167832167832,0.8530734632683659,0.29965677184974004,-0.36013986013986016,0.29965677184974004
99,DCO,Dorsal cochlear nucleus,29,0.6806596701649176,0.558118967399709,-0.3496503496503497,0.6541729135432284,0.4215150610050743,-0.3496503496503497,0.4215150610050743
100,IP,Interposed nucleus,125,0.6146926536731634,0.2067880868868851,-0.39580419580419585,0.8010994502748626,0.15178052861770508,-0.37902097902097903,0.15178052861770508
101,PAR,Parasubiculum,69,0.9240379810094953,0.22700564723175565,-0.3979020979020979,0.39930034982508744,0.12657699929185354,-0.39580419580419585,0.12657699929185354
102,CS,Superior central nucleus raphe,33,0.1904047976011994,0.5487577765591286,-0.37482517482517486,0.248375812093953,0.3387197965633747,-0.37482517482517486,0.3387197965633747
103,LGv,Ventral part of the lateral geniculate complex,38,0.6591704147926037,0.45553338515811814,-0.3916083916083916,0.4862568715642179,0.2881744684877141,-0.3853146853146853,0.2881744684877141
104,PB,Parabrachial nucleus,32,0.41329335332333833,0.44028323099409994,-0.3832167832167832,0.623688155922039,0.2708813897921982,-0.3832167832167832,0.2708813897921982
105,POST,Postsubiculum,36,0.4942528735632184,0.3326832206565622,-0.3475524475524476,0.46926536731634183,0.2397794104297304,-0.37272727272727274,0.2397794104297304
106,PRM,Paramedian lobule,62,0.08845577211394302,0.46562256633545707,-0.38111888111888115,0.7141429285357321,0.31151174853684094,-0.37902097902097903,0.31151174853684094
107,PRE,Presubiculum,41,0.664167916041979,0.35543457801294875,-0.38741258741258744,0.16591704147926037,0.38892280785989497,-0.2972027972027972,0.38892280785989497
108,PRNc,Pontine reticular nucleus caudal part,38,0.4497751124437781,0.2761303634312626,-0.3979020979020979,0.39930034982508744,0.2154594832954067,-0.3979020979020979,0.2154594832954067
109,ANcr1,Crus 1,129,0.3658170914542729,0.26480917269857873,-0.35804195804195804,0.8760619690154923,0.1476246326335624,-0.35174825174825175,0.1476246326335624
110,SMT,Submedial nucleus of the thalamus,50,0.9860069965017492,0.24725791781312478,-0.36013986013986016,0.8425787106446777,0.14182990966612796,-0.3979020979020979,0.14182990966612796
111,AM,Anteromedial nucleus,66,0.5787106446776612,0.3110191573968092,-0.32867132867132864,0.624687656171914,0.1497093940990065,-0.36853146853146856,0.1497093940990065
112,EPv,Endopiriform nucleus ventral part,44,0.4567716141929036,0.28114835904822333,-0.38741258741258744,0.9625187406296851,0.11365165966332462,-0.38741258741258744,0.11365165966332462
113,NOD,Nodulus (X),26,0.7411294352823589,0.37233280342484976,-0.2909090909090909,0.6196901549225388,0.23556132846793187,-0.4,0.23556132846793187
