,region,name,nclus,p_var,amp_var,lat_var,p_euc,amp_euc,lat_euc,amp_euc_can
20,MS,Medial septal nucleus,41,0.0004997501249375312,1.4850068904772213,0.01462686567164179,0.0004997501249375312,1.0944347779812253,0.01462686567164179,1.0944347779812253
21,LSr,Lateral septal nucleus rostral (rostroventral) part,757,0.0004997501249375312,0.440733486496122,0.02925373134328358,0.0004997501249375312,0.40860252218446447,0.02925373134328358,0.40860252218446447
22,DG,Dentate gyrus,281,0.0004997501249375312,0.7709902813012494,0.022985074626865668,0.0004997501249375312,0.8923933088446571,0.022985074626865668,0.8923933088446571
23,CA1,Field CA1,672,0.0004997501249375312,0.6143119443177613,0.022985074626865668,0.0004997501249375312,0.7284318809005186,0.01462686567164179,0.7284318809005186
24,ProS,Prosubiculum,175,0.0004997501249375312,0.4182041778527342,0.02507462686567164,0.0004997501249375312,0.32174619317627773,0.022985074626865668,0.32174619317627773
25,VISl,Lateral visual area,94,0.0004997501249375312,0.40104342988708597,0.02925373134328358,0.0004997501249375312,0.723637239861002,0.02716417910447761,0.723637239861002
26,VM,Ventral medial nucleus of the thalamus,22,0.0004997501249375312,2.1556767758422195,0.07522388059701492,0.0004997501249375312,1.8052607471583855,0.07731343283582089,1.8052607471583855
27,VAL,Ventral anterior-lateral complex of the thalamus,114,0.0004997501249375312,1.2647056044089524,0.0626865671641791,0.0004997501249375312,1.5332537224038647,0.06477611940298507,1.5332537224038647
28,LD,Lateral dorsal nucleus of thalamus,166,0.0004997501249375312,0.500590684586679,0.022985074626865668,0.0004997501249375312,0.2997196389265641,0.01880597014925373,0.2997196389265641
29,RSPd,Retrosplenial area dorsal part,117,0.0004997501249375312,0.6622857144432284,0.01253731343283582,0.0004997501249375312,0.9846174526264649,0.01253731343283582,0.9846174526264649
30,DP,Dorsal peduncular area,185,0.0004997501249375312,0.7266557782473824,0.00417910447761194,0.0004997501249375312,0.7294243068900421,0.00417910447761194,0.7294243068900421
31,PVT,Paraventricular nucleus of the thalamus,59,0.0004997501249375312,0.5404496073918438,0.03134328358208955,0.0004997501249375312,0.3935453816044123,0.03134328358208955,0.3935453816044123
32,ACAv,Anterior cingulate area ventral part,104,0.0004997501249375312,0.2983598826978806,0.0208955223880597,0.0004997501249375312,0.20003335260328303,0.01880597014925373,0.20003335260328303
33,BST,Bed nuclei of the stria terminalis,69,0.0004997501249375312,0.6510138466586668,0.01880597014925373,0.0004997501249375312,0.48046616571481515,0.0208955223880597,0.48046616571481515
34,VPM,Ventral posteromedial nucleus of the thalamus,508,0.0004997501249375312,0.516929653199053,0.01880597014925373,0.0004997501249375312,0.7386594679032378,0.0208955223880597,0.7386594679032378
35,PO,Posterior complex of the thalamus,1069,0.0004997501249375312,0.4691779766355093,0.01462686567164179,0.0004997501249375312,0.42733822272402755,0.01462686567164179,0.42733822272402755
36,LGd,Dorsal part of the lateral geniculate complex,245,0.0004997501249375312,1.0912968124659288,0.01253731343283582,0.0004997501249375312,1.059216392015066,0.01044776119402985,1.059216392015066
37,ECT,Ectorhinal area,54,0.0004997501249375312,0.47673219556308954,0.05223880597014925,0.0004997501249375312,0.23018940506911964,0.05223880597014925,0.21315464979205387
38,TEa,Temporal association areas,130,0.0004997501249375312,0.7486329950046012,0.00835820895522388,0.0004997501249375312,0.72738753557102,0.00835820895522388,0.72738753557102
39,AUDv,Ventral auditory area,93,0.0004997501249375312,1.1893387081094153,0.0,0.0004997501249375312,1.244838033481401,0.0,1.244838033481401
40,SSs,Supplemental somatosensory area,220,0.0004997501249375312,0.8406848862138825,0.01462686567164179,0.0004997501249375312,0.8044763089686711,0.01462686567164179,0.8044763089686711
41,SSp-bfd,Primary somatosensory area barrel field,211,0.0004997501249375312,0.34836306372740267,0.12119402985074626,0.0004997501249375312,0.3660308696126908,0.02716417910447761,0.3660308696126908
42,CUL4 5,Lobules IV-V,253,0.0004997501249375312,1.5072932032751942,0.03134328358208955,0.0004997501249375312,1.9202040840673236,0.05223880597014925,1.9202040840673236
43,GRN,Gigantocellular reticular nucleus,90,0.0004997501249375312,1.935546499435882,0.01462686567164179,0.0004997501249375312,2.374141840753654,0.045970149253731336,2.374141840753654
44,Eth,Ethmoid nucleus of the thalamus,172,0.0004997501249375312,0.6300946656390151,0.01253731343283582,0.0004997501249375312,0.49108737802173763,0.01253731343283582,0.49108737802173763
45,OT,Olfactory tubercle,36,0.0004997501249375312,1.4607459033975196,0.2591044776119403,0.0004997501249375312,1.2734414891739034,0.19641791044776116,0.9185724428706634
46,AON,Anterior olfactory nucleus,248,0.0004997501249375312,0.7624925121086462,0.35731343283582084,0.0004997501249375312,0.5562754406397785,0.2695522388059701,0.3768254105204983
47,ORBm,Orbital area medial part,178,0.0004997501249375312,0.6283317058481599,0.03970149253731343,0.0004997501249375312,0.7492516175407744,0.03970149253731343,0.7492516175407744
48,CA3,Field CA3,343,0.0004997501249375312,0.7342649156708367,0.08567164179104476,0.0004997501249375312,0.6636252229594959,0.08567164179104476,0.6636252229594959
49,MEA,Medial amygdalar nucleus,95,0.0004997501249375312,0.46234194635429005,0.05014925373134328,0.0004997501249375312,0.4039570839383337,0.06059701492537313,0.4039570839383337
50,VPL,Ventral posterolateral nucleus of the thalamus,141,0.0004997501249375312,0.5625044444062526,0.01880597014925373,0.0004997501249375312,0.6915464915485388,0.07522388059701492,0.5550493455978556
51,SI,Substantia innominata,63,0.0004997501249375312,1.9796754324174546,0.12328358208955223,0.0004997501249375312,1.5212043839289733,0.11492537313432835,1.3615491827262038
52,APN,Anterior pretectal nucleus,438,0.0004997501249375312,1.3560896923933041,0.01253731343283582,0.0004997501249375312,1.6488863592622596,0.01253731343283582,1.6488863592622596
53,RSPv,Retrosplenial area ventral part,131,0.0004997501249375312,0.9713590431061029,0.01462686567164179,0.0004997501249375312,0.5677241385020542,0.01462686567164179,0.5677241385020542
54,ACAd,Anterior cingulate area dorsal part,180,0.0004997501249375312,0.4840749519737465,0.30298507462686564,0.0004997501249375312,0.26651283548521176,0.02507462686567164,0.23527429741683104
55,VISrl,Rostrolateral visual area,42,0.0004997501249375312,0.7220805112270248,0.01253731343283582,0.0004997501249375312,0.5093291595131175,0.01253731343283582,0.5093291595131175
56,PARN,Parvicellular reticular nucleus,37,0.0004997501249375312,2.2498146690208762,0.35731343283582084,0.0004997501249375312,2.27940619801932,0.06686567164179104,1.7549266364287057
57,VISpm,posteromedial visual area,92,0.0004997501249375312,0.5498716886818424,0.0208955223880597,0.0004997501249375312,0.5902211109692472,0.0208955223880597,0.5902211109692472
58,MV,Medial vestibular nucleus,54,0.0004997501249375312,2.681487791327076,0.12746268656716417,0.0004997501249375312,1.783979675270017,0.11910447761194029,1.783979675270017
59,TTd,Taenia tecta dorsal part,174,0.0004997501249375312,0.6579871613923979,0.01880597014925373,0.0004997501249375312,0.8948503862389896,0.01880597014925373,0.8948503862389896
60,ILA,Infralimbic area,222,0.0004997501249375312,0.36658893432447004,0.022985074626865668,0.0004997501249375312,0.37436824075671293,0.01880597014925373,0.37436824075671293
61,RN,Red nucleus,73,0.0004997501249375312,3.094672722825239,0.01253731343283582,0.0004997501249375312,3.5306460159478754,0.01253731343283582,3.5306460159478754
62,ENTl,Entorhinal area lateral part,247,0.0004997501249375312,0.17831341149712387,0.03343283582089552,0.0004997501249375312,0.1426184332165984,0.03343283582089552,0.1426184332165984
63,LSv,Lateral septal nucleus ventral part,56,0.0004997501249375312,0.4770703929632145,0.0417910447761194,0.0004997501249375312,0.2229465186336592,0.0208955223880597,0.2229465186336592
64,BLA,Basolateral amygdalar nucleus,91,0.0004997501249375312,0.629276618983741,0.1044776119402985,0.0004997501249375312,0.47348497545533275,0.11074626865671641,0.37837861856294286
65,PIR,Piriform area,319,0.0004997501249375312,0.46617953616172436,0.22149253731343282,0.0004997501249375312,0.2626505829799298,0.22149253731343282,0.17529736638636592
66,EPd,Endopiriform nucleus dorsal part,33,0.0004997501249375312,0.5608602865934951,0.3259701492537313,0.0004997501249375312,0.33210004173770136,0.05850746268656716,0.28800165756502727
67,PL,Prelimbic area,258,0.0004997501249375312,0.6722636293264559,0.022985074626865668,0.0004997501249375312,0.6632205426289921,0.0208955223880597,0.6632205426289921
68,VISp,Primary visual area,343,0.0004997501249375312,0.5133822054317314,0.02716417910447761,0.0004997501249375312,0.6325741286547004,0.01671641791044776,0.6325741286547004
69,SIM,Simple lobule,168,0.0004997501249375312,1.045670739719212,0.045970149253731336,0.0004997501249375312,1.2167912386210926,0.03761194029850746,1.2167912386210926
70,COAp,Cortical amygdalar area posterior part,60,0.0004997501249375312,0.41547082663958457,0.0208955223880597,0.0004997501249375312,0.403788285090113,0.1797014925373134,0.3729264512727313
71,PA,Posterior amygdalar nucleus,55,0.0004997501249375312,0.5052758277330908,0.01462686567164179,0.0004997501249375312,0.3151430075800475,0.5391044776119402,0.18186197079323407
72,SSp-ul,Primary somatosensory area upper limb,93,0.0004997501249375312,1.2738693327063486,0.11492537313432835,0.0004997501249375312,1.2501504224063875,0.11701492537313432,1.2501504224063875
73,RT,Reticular nucleus of the thalamus,37,0.0004997501249375312,2.8902086762306523,0.00417910447761194,0.0004997501249375312,2.595508560042755,0.00417910447761194,2.595508560042755
74,AUDp,Primary auditory area,97,0.0004997501249375312,4.330528350254484,0.00417910447761194,0.0004997501249375312,3.997100827527697,0.00417910447761194,3.997100827527697
75,POL,Posterior limiting nucleus of the thalamus,69,0.0004997501249375312,1.9583356670991192,0.00417910447761194,0.0004997501249375312,1.838187369573504,0.00417910447761194,1.838187369573504
76,IRN,Intermediate reticular nucleus,65,0.0004997501249375312,3.2659081189116757,0.048059701492537306,0.0004997501249375312,2.800655183922659,0.03970149253731343,2.800655183922659
77,ENTm,Entorhinal area medial part dorsal zone,182,0.0004997501249375312,0.6020866724666503,0.0208955223880597,0.0004997501249375312,0.5827539902761827,0.0208955223880597,0.5827539902761827
78,SUB,Subiculum,284,0.0004997501249375312,0.812454740662795,0.02507462686567164,0.0004997501249375312,1.0764333567017474,0.02507462686567164,1.0764333567017474
79,VISpor,Postrhinal area,79,0.0004997501249375312,0.38520187798724126,0.15671641791044774,0.0004997501249375312,0.25990687848626104,0.3197014925373134,0.15979029486405916
80,VISli,Laterointermediate area,43,0.0004997501249375312,0.5740024690825093,0.1316417910447761,0.0004997501249375312,0.3095225324049259,0.15671641791044774,0.3095225324049259
81,AIp,Agranular insular area posterior part,59,0.0004997501249375312,1.3367043268905567,0.20059701492537313,0.0004997501249375312,0.821891285586984,0.20477611940298507,0.4797044926614056
82,VISC,Visceral area,46,0.0004997501249375312,0.6910049751411546,0.12955223880597014,0.0004997501249375312,0.5291187283046932,0.12955223880597014,0.5291187283046932
83,MD,Mediodorsal nucleus of thalamus,306,0.0004997501249375312,0.7882455789230151,0.02716417910447761,0.0004997501249375312,0.8010595396813582,0.03343283582089552,0.8010595396813582
84,ORBl,Orbital area lateral part,138,0.0004997501249375312,0.8210551123443878,0.05014925373134328,0.0004997501249375312,0.8724068839420385,0.05223880597014925,0.8724068839420385
85,RSPagl,Retrosplenial area lateral agranular part,116,0.0004997501249375312,0.49624545737255243,0.0208955223880597,0.0004997501249375312,0.5340380638928891,0.022985074626865668,0.5340380638928891
86,SSp-tr,Primary somatosensory area trunk,138,0.0004997501249375312,0.46521335405063247,0.2862686567164179,0.0004997501249375312,0.40641310088401794,0.48477611940298504,0.224079358866475
87,LHA,Lateral hypothalamic area,32,0.0004997501249375312,0.9992280492639729,0.05014925373134328,0.0004997501249375312,0.8124261982609935,0.048059701492537306,0.8124261982609935
88,ORBvl,Orbital area ventrolateral part,373,0.0004997501249375312,0.46113706445435776,0.048059701492537306,0.0004997501249375312,0.27089857781616095,0.045970149253731336,0.243655231260343
89,VISam,Anteromedial visual area,181,0.0004997501249375312,0.5669384979039357,0.01880597014925373,0.0004997501249375312,0.6907228443514217,0.01671641791044776,0.6907228443514217
90,COPY,Copula pyramidis,29,0.0004997501249375312,1.4237274781045977,0.23820895522388058,0.0004997501249375312,1.0069193490929607,0.1044776119402985,0.7839898818536816
91,FRP,Frontal pole cerebral cortex,29,0.0004997501249375312,0.7299300685843514,0.03552238805970149,0.0004997501249375312,0.39970333431970784,0.03552238805970149,0.39970333431970784
92,CENT2,Lobule II,64,0.0004997501249375312,1.1277570995172284,0.05223880597014925,0.0004997501249375312,1.616282886252125,0.048059701492537306,1.616282886252125
93,PPN,Pedunculopontine nucleus,30,0.0004997501249375312,2.1796496381775072,0.00626865671641791,0.0004997501249375312,2.4271895022828067,0.00417910447761194,2.4271895022828067
94,ZI,Zona incerta,55,0.0004997501249375312,2.1578528084791797,0.09402985074626864,0.0004997501249375312,1.8192144228152283,0.08776119402985073,1.8192144228152283
95,BMA,Basomedial amygdalar nucleus,110,0.0004997501249375312,0.5314048663282426,0.25492537313432834,0.0004997501249375312,0.38449816009197135,0.25492537313432834,0.2625361654779951
96,SSp-n,Primary somatosensory area nose,26,0.0004997501249375312,3.044813581647891,0.03970149253731343,0.0004997501249375312,3.5130934964660803,0.03970149253731343,3.5130934964660803
97,GPe,Globus pallidus external segment,88,0.0004997501249375312,1.7520806871090626,0.01253731343283582,0.0004997501249375312,1.7075281555203585,0.01671641791044776,1.7075281555203585
98,SPVI,Spinal nucleus of the trigeminal interpolar part,34,0.0004997501249375312,1.9394251905024473,0.045970149253731336,0.0004997501249375312,2.6712147934542094,0.03970149253731343,2.6712147934542094
99,DCO,Dorsal cochlear nucleus,30,0.0004997501249375312,3.4486129362552624,0.13373134328358208,0.0004997501249375312,2.5965504057492494,0.40119402985074626,1.7172483689078821
100,IP,Interposed nucleus,125,0.0004997501249375312,0.9075899744456885,0.18805970149253728,0.0004997501249375312,0.9244038474402965,0.05850746268656716,0.8249746915399272
101,PAR,Parasubiculum,54,0.0004997501249375312,0.8404177887665709,0.022985074626865668,0.0004997501249375312,0.8036409876749808,0.022985074626865668,0.8036409876749808
102,CS,Superior central nucleus raphe,33,0.0004997501249375312,1.276322613815561,0.01462686567164179,0.0004997501249375312,1.5344629014090148,0.01462686567164179,1.5344629014090148
103,LGv,Ventral part of the lateral geniculate complex,38,0.0004997501249375312,1.4517233716461133,0.02507462686567164,0.0004997501249375312,1.075775225430794,0.02507462686567164,1.075775225430794
104,PB,Parabrachial nucleus,32,0.0004997501249375312,1.7473187423475336,0.5265671641791044,0.0004997501249375312,1.4977250593673384,0.5244776119402984,0.7887073874339379
105,POST,Postsubiculum,37,0.0004997501249375312,1.5249354100576447,0.00835820895522388,0.0004997501249375312,2.4262541956634105,0.01880597014925373,2.4262541956634105
106,PRM,Paramedian lobule,62,0.0004997501249375312,0.7048049549932498,0.05223880597014925,0.0004997501249375312,0.8871653517279482,0.07940298507462686,0.8871653517279482
107,CENT3,Lobule III,71,0.0004997501249375312,1.8624776531844038,0.11283582089552238,0.0004997501249375312,1.6467711621190078,0.08149253731343283,1.6467711621190078
108,PCN,Paracentral nucleus,24,0.0004997501249375312,1.51312570291869,0.03970149253731343,0.0004997501249375312,1.128153939013568,0.03552238805970149,1.128153939013568
109,PRE,Presubiculum,41,0.0004997501249375312,1.4389707643342575,0.01462686567164179,0.0004997501249375312,1.2313935903094064,0.01671641791044776,1.2313935903094064
110,PRNc,Pontine reticular nucleus caudal part,42,0.0004997501249375312,3.053886947565286,0.2967164179104477,0.0004997501249375312,1.883531094208562,0.16089552238805968,1.3298289785257684
111,ANcr1,Crus 1,129,0.0004997501249375312,1.0200276302416815,0.022985074626865668,0.0004997501249375312,1.0057836464143626,0.0208955223880597,1.0057836464143626
112,SMT,Submedial nucleus of the thalamus,50,0.0004997501249375312,0.9716924506325338,0.0208955223880597,0.0004997501249375312,0.6259865284528581,0.022985074626865668,0.6259865284528581
113,AM,Anteromedial nucleus,66,0.0004997501249375312,0.9059123963047773,0.07104477611940298,0.0004997501249375312,0.5001701548724615,0.07313432835820895,0.5001701548724615
114,EPv,Endopiriform nucleus ventral part,44,0.0004997501249375312,0.5920001313781091,0.09820895522388058,0.0004997501249375312,0.34031244030178875,0.12328358208955223,0.34031244030178875
115,CEA,Central amygdalar nucleus,94,0.0004997501249375312,0.8172172229921885,0.0898507462686567,0.0004997501249375312,0.6084832906442303,0.00626865671641791,0.6084832906442303
116,NOD,Nodulus (X),26,0.0004997501249375312,0.7757483543199787,0.10865671641791044,0.0004997501249375312,0.5005936330827062,0.17134328358208953,0.43403725202588916
