,region,name,nclus,p_var,amp_var,lat_var,p_euc,amp_euc,lat_euc,amp_euc_can
41,SSs,Supplemental somatosensory area,218,0.0004997501249375312,0.31455925529139106,0.11619718309859153,0.0004997501249375312,0.40117392006436864,0.13098591549295774,0.09472115741161113
42,SSp-bfd,Primary somatosensory area barrel field,211,0.0004997501249375312,0.2180689179580424,0.1267605633802817,0.0004997501249375312,0.27866735024053424,0.1267605633802817,0.0764451030123536
43,CUL4 5,Lobules IV-V,248,0.0004997501249375312,0.4517828579733093,0.12253521126760562,0.0004997501249375312,0.6112638720934498,0.11619718309859153,0.23230108274596362
44,GRN,Gigantocellular reticular nucleus,90,0.0004997501249375312,1.7642301866308046,0.11619718309859153,0.0004997501249375312,2.455066462394851,0.12464788732394365,1.170282187498742
45,Eth,Ethmoid nucleus of the thalamus,172,0.0014992503748125937,0.22667801703575619,0.1267605633802817,0.0004997501249375312,0.18629221862253176,0.05492957746478873,0.1446072117644428
46,OT,Olfactory tubercle,26,0.2273863068465767,0.4783229795626007,0.002112676056338028,0.9475262368815592,0.24873849115922914,0.025352112676056335,0.24873849115922914
47,AON,Anterior olfactory nucleus,248,0.0004997501249375312,0.2945201351696053,0.11830985915492956,0.0004997501249375312,0.31003308932942264,0.11619718309859153,0.1276400689229292
48,ORBm,Orbital area medial part,177,0.191904047976012,0.19980908778566264,0.10352112676056337,0.0004997501249375312,0.22529896566216479,0.08661971830985915,0.15848660725998515
49,CA3,Field CA3,340,0.001999000499750125,0.1805983865340708,0.12464788732394365,0.0004997501249375312,0.18464180496037433,0.12253521126760562,0.10923741021478148
50,MEA,Medial amygdalar nucleus,95,0.8750624687656172,0.16539703448264098,0.03591549295774647,0.2773613193403298,0.10710349968752528,0.13098591549295774,0.06959528134838783
51,VPL,Ventral posterolateral nucleus of the thalamus,141,0.0004997501249375312,0.4219257116284255,0.1267605633802817,0.0004997501249375312,0.45312855629887494,0.12253521126760562,0.24574676994433187
52,SI,Substantia innominata,50,0.2733633183408296,0.30373940366536445,0.09295774647887323,0.12193903048475763,0.2507074297734041,0.0676056338028169,0.18763281364438353
53,APN,Anterior pretectal nucleus,430,0.0004997501249375312,0.6745553428908247,0.11830985915492956,0.0004997501249375312,0.9195068091216458,0.1204225352112676,0.3933478342530951
54,RSPv,Retrosplenial area ventral part,169,0.0004997501249375312,0.31893084741146227,0.04014084507042253,0.0004997501249375312,0.2214180188395742,0.038028169014084505,0.2214180188395742
55,ACAd,Anterior cingulate area dorsal part,155,0.0004997501249375312,0.3880590466422188,0.08028169014084506,0.0004997501249375312,0.2563120911871819,0.10140845070422534,0.1725903748510299
56,VISrl,Rostrolateral visual area,42,0.0004997501249375312,0.4699919063113232,0.1204225352112676,0.0004997501249375312,0.25892114717945536,0.1204225352112676,0.14341266177137763
57,PARN,Parvicellular reticular nucleus,37,0.0004997501249375312,0.5934794335484331,0.11408450704225351,0.0004997501249375312,0.6163592986143813,0.11619718309859153,0.40061400441899997
58,VISpm,posteromedial visual area,91,0.0004997501249375312,0.7512229259621315,0.06338028169014084,0.0004997501249375312,0.569473575037006,0.057042253521126754,0.569473575037006
59,MV,Medial vestibular nucleus,53,0.0004997501249375312,0.6188172954521141,0.10563380281690139,0.0004997501249375312,0.7420515352077288,0.13943661971830984,0.34623008748747014
60,PAA,Piriform-amygdalar area,44,0.9420289855072463,0.19074291766998697,0.016901408450704224,0.9380309845077461,0.06934234829251927,0.012676056338028168,0.06847483007888332
61,BMA,Basomedial amygdalar nucleus,119,0.07246376811594203,0.24056851183668326,0.06338028169014084,0.38780609695152424,0.11334625978322263,0.14577464788732392,0.07470869544546485
62,CEA,Central amygdalar nucleus,104,0.37881059470264866,0.21502843020568696,0.004225352112676056,0.2158920539730135,0.10251848102995673,0.08028169014084506,0.07955131717985972
63,TTd,Taenia tecta dorsal part,139,0.68015992003998,0.16678045148685916,0.002112676056338028,0.7261369315342329,0.07811397166165784,0.002112676056338028,0.07811397166165784
64,ILA,Infralimbic area,206,0.026986506746626688,0.15271953110826275,0.06126760563380281,0.010994502748625687,0.10648149071720647,0.1288732394366197,0.060272987098770964
65,RN,Red nucleus,72,0.0004997501249375312,0.556598890601088,0.11408450704225351,0.0004997501249375312,0.9061115680215112,0.11619718309859153,0.5157426873718622
66,ENTl,Entorhinal area lateral part,245,0.004997501249375313,0.1785331663349179,0.03591549295774647,0.23138430784607697,0.0690056976168047,0.0908450704225352,0.0690056976168047
67,LSv,Lateral septal nucleus ventral part,56,0.030984507746126936,0.3192753677077467,0.004225352112676056,0.5162418790604698,0.11898128028592146,0.004225352112676056,0.10929112119943805
68,BLA,Basolateral amygdalar nucleus,103,0.7051474262868566,0.17230195017369254,0.1267605633802817,0.5377311344327836,0.07961527079700534,0.06549295774647887,0.060587390565971344
69,PIR,Piriform area,320,0.809095452273863,0.10085017113091765,0.004225352112676056,0.935032483758121,0.05318399750108302,0.01056338028169014,0.04890212871049743
70,PL,Prelimbic area,235,0.0004997501249375312,0.5330151216261318,0.11619718309859153,0.0004997501249375312,0.5136414321881082,0.11619718309859153,0.2576697068468996
71,VISp,Primary visual area,338,0.0004997501249375312,0.364596473954212,0.04436619718309859,0.0004997501249375312,0.3056343476638701,0.04436619718309859,0.3056343476638701
72,SIM,Simple lobule,166,0.0004997501249375312,0.4465495928302987,0.11619718309859153,0.0004997501249375312,0.5048542558674567,0.10985915492957746,0.2787930460067275
73,COAp,Cortical amygdalar area posterior part,58,0.10044977511244378,0.30763324879125176,0.025352112676056335,0.41379310344827586,0.18139843825607616,0.014788732394366195,0.1331135702304479
74,PA,Posterior amygdalar nucleus,55,0.0004997501249375312,0.4499254294119753,0.014788732394366195,0.0384807596201899,0.14643442772919257,0.012676056338028168,0.14643442772919257
75,SSp-ul,Primary somatosensory area upper limb,94,0.0004997501249375312,0.4931659837811402,0.11830985915492956,0.0004997501249375312,0.47810982296953636,0.11830985915492956,0.13349987054008217
76,RT,Reticular nucleus of the thalamus,37,0.0004997501249375312,1.0261794993049649,0.13309859154929576,0.0004997501249375312,1.3271107977043946,0.13098591549295774,0.25124276025527376
77,AUDp,Primary auditory area,97,0.01999000499750125,0.25336584079738467,0.014788732394366195,0.543728135932034,0.1453480450522584,0.01056338028169014,0.1453480450522584
78,POL,Posterior limiting nucleus of the thalamus,65,0.0014992503748125937,0.39397165098521525,0.06971830985915492,0.025987006496751622,0.2852338746605752,0.016901408450704224,0.2852338746605752
79,IRN,Intermediate reticular nucleus,64,0.0004997501249375312,1.8730864966330372,0.1204225352112676,0.0004997501249375312,2.374696622768834,0.1204225352112676,1.1263420396243005
80,ENTm,Entorhinal area medial part dorsal zone,180,0.019490254872563718,0.23794021993519054,0.012676056338028168,0.1199400299850075,0.19316051982950752,0.012676056338028168,0.19121865479534425
81,SUB,Subiculum,285,0.20539730134932535,0.1446100480208321,0.04436619718309859,0.0004997501249375312,0.20683146900972174,0.13309859154929576,0.06692871851428553
82,VISpor,Postrhinal area,79,0.6366816591704147,0.21851909281121895,0.05070422535211267,0.2938530734632684,0.11177647122773057,0.05070422535211267,0.11172993547095014
83,VISli,Laterointermediate area,43,0.0009995002498750624,0.5023906432555327,0.04436619718309859,0.0004997501249375312,0.33912897796661196,0.05070422535211267,0.33912897796661196
84,AIp,Agranular insular area posterior part,59,0.0004997501249375312,0.3633380619111279,0.13309859154929576,0.0004997501249375312,0.41120983751421647,0.13732394366197181,0.09584057320521326
85,VISC,Visceral area,46,0.2048975512243878,0.2589493788242196,0.002112676056338028,0.3473263368315842,0.13192763784309675,0.002112676056338028,0.13192763784309675
86,MD,Mediodorsal nucleus of thalamus,306,0.051974012993503245,0.15503152727598912,0.0908450704225352,0.0009995002498750624,0.14490831849312236,0.10985915492957746,0.0981154489327401
87,ORBl,Orbital area lateral part,136,0.0009995002498750624,0.2770424328608453,0.11830985915492956,0.0004997501249375312,0.30207914917621337,0.11830985915492956,0.12506459445299084
88,RSPagl,Retrosplenial area lateral agranular part,131,0.0004997501249375312,0.3235421787072833,0.10352112676056337,0.0004997501249375312,0.37073881470025083,0.11830985915492956,0.15574748114421538
89,SSp-tr,Primary somatosensory area trunk,135,0.18440779610194902,0.2006379619609644,0.057042253521126754,0.014492753623188406,0.1933808062418661,0.1352112676056338,0.10581065859704109
90,LHA,Lateral hypothalamic area,32,0.4782608695652174,0.29463644138998446,0.002112676056338028,0.9365317341329336,0.11135283277544335,0.019014084507042252,0.1050520274067364
91,ORBvl,Orbital area ventrolateral part,373,0.0004997501249375312,0.5720111420138458,0.1267605633802817,0.0004997501249375312,0.4507290617547897,0.12464788732394365,0.16499251198695086
92,VISam,Anteromedial visual area,181,0.0004997501249375312,0.26083729093660357,0.07605633802816901,0.0004997501249375312,0.29744259316946864,0.0908450704225352,0.2246633938363369
93,COPY,Copula pyramidis,29,0.02798600699650175,0.5350260530666683,0.13732394366197181,0.0004997501249375312,0.6511406714615886,0.13098591549295774,0.2336160188276991
94,FRP,Frontal pole cerebral cortex,26,0.006496751624187906,0.503895672370317,0.11830985915492956,0.3823088455772114,0.17301599464704392,0.038028169014084505,0.17301599464704392
95,CENT2,Lobule II,64,0.0004997501249375312,0.6012786724232709,0.10985915492957746,0.0004997501249375312,0.7615563516794213,0.10985915492957746,0.3360242553758101
96,PPN,Pedunculopontine nucleus,29,0.0004997501249375312,1.0930643376907594,0.10774647887323943,0.0004997501249375312,0.884247543375415,0.11408450704225351,0.5145542465968936
97,ZI,Zona incerta,55,0.009995002498750625,0.3966665639358602,0.05070422535211267,0.001999000499750125,0.31061744537279135,0.05070422535211267,0.31061744537279135
98,SSp-n,Primary somatosensory area nose,25,0.984007996001999,0.3447819393735295,0.008450704225352112,0.8245877061469266,0.24243751935016347,0.016901408450704224,0.24243751935016347
99,GPe,Globus pallidus external segment,88,0.0004997501249375312,1.1898328956610016,0.1204225352112676,0.0004997501249375312,1.1100307032632724,0.1204225352112676,0.6313156425133173
100,PRM,Paramedian lobule,75,0.0004997501249375312,0.7384519770690795,0.12464788732394365,0.0004997501249375312,0.6335036134353791,0.11408450704225351,0.3944154272287275
101,ANcr2,Crus 2,103,0.001999000499750125,0.338697373668133,0.006338028169014084,0.0004997501249375312,0.3791226168180174,0.11830985915492956,0.25180253651659656
102,SPVI,Spinal nucleus of the trigeminal interpolar part,34,0.0004997501249375312,0.7151647607295109,0.12253521126760562,0.0004997501249375312,0.7645408536520448,0.1352112676056338,0.19854358471231467
103,DCO,Dorsal cochlear nucleus,30,0.0004997501249375312,1.41845491325566,0.10140845070422534,0.0004997501249375312,1.2624568720055922,0.10774647887323943,0.7705863275213358
104,IP,Interposed nucleus,125,0.0009995002498750624,0.27431693716325434,0.08873239436619718,0.0004997501249375312,0.3080427316646985,0.08873239436619718,0.26550917820795533
105,PAR,Parasubiculum,69,0.0559720139930035,0.2960728635078905,0.06126760563380281,0.02348825587206397,0.24768214046772272,0.05915492957746478,0.24346558329680087
106,CS,Superior central nucleus raphe,33,0.0004997501249375312,0.8478537282769061,0.07183098591549295,0.0029985007496251873,0.8392382835950474,0.006338028169014084,0.8392382835950474
107,LGv,Ventral part of the lateral geniculate complex,37,0.2563718140929535,0.41685041206646234,0.04225352112676056,0.5562218890554723,0.27307184945783036,0.008450704225352112,0.27307184945783036
108,PB,Parabrachial nucleus,32,0.004997501249375313,0.48819781840356347,0.1436619718309859,0.0004997501249375312,0.6539784559987601,0.13732394366197181,0.20703544105815877
109,POST,Postsubiculum,35,0.0004997501249375312,0.9106565394002798,0.10985915492957746,0.0004997501249375312,1.643012979822979,0.1204225352112676,0.5186387409964781
110,CENT3,Lobule III,68,0.0004997501249375312,1.1184018087442473,0.1352112676056338,0.0004997501249375312,1.5016699284688066,0.13732394366197181,0.3640001322139494
111,PCN,Paracentral nucleus,24,0.0069965017491254375,0.5490879551591369,0.1204225352112676,0.0004997501249375312,0.3713583856483035,0.05070422535211267,0.3526252368449144
112,PRE,Presubiculum,41,0.0004997501249375312,0.5875041449080735,0.11197183098591548,0.001999000499750125,0.4747433591191538,0.10774647887323943,0.26626878495010076
113,PRNc,Pontine reticular nucleus caudal part,39,0.0004997501249375312,1.2262893719982957,0.10140845070422534,0.0004997501249375312,0.9288593995024432,0.10563380281690139,0.5876476425923786
114,ANcr1,Crus 1,129,0.0004997501249375312,0.36949059763509917,0.1267605633802817,0.0004997501249375312,0.35267618442766335,0.11619718309859153,0.20914952635953837
115,SMT,Submedial nucleus of the thalamus,50,0.07946026986506746,0.32340706567630984,0.05070422535211267,0.0074962518740629685,0.2257719553668215,0.06971830985915492,0.20679685733666592
116,AM,Anteromedial nucleus,66,0.04097951024487756,0.307892627590339,0.05070422535211267,0.05647176411794103,0.18911513661594026,0.11197183098591548,0.12951923503677426
117,EPv,Endopiriform nucleus ventral part,44,0.1774112943528236,0.25996875669264674,0.004225352112676056,0.017991004497751123,0.16724966695479027,0.012676056338028168,0.1468708334684593
118,NOD,Nodulus (X),26,0.2933533233383308,0.3303000956612997,0.002112676056338028,0.7206396801599201,0.15485608613875743,0.002112676056338028,0.15485608613875743
